Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
1,Kyler Murray*\kyler-murray-1,Oklahoma,Big 12,14,260,377,69,4361,11.6,13,42,7,199.2
2,Tua Tagovailoa*\tua-tagovailoa-1,Alabama,SEC,15,245,355,69,3966,11.2,12.8,43,6,199.4
3,Brock Purdy*\brock-purdy-1,Iowa State,Big 12,10,146,220,66.4,2250,10.2,10.3,16,7,169.9
4,Will Grier*\will-grier-1,West Virginia,Big 12,11,266,397,67,3864,9.7,10.7,37,8,175.5
5,Jordan Ta'amu\jordan-taamu-1,Ole Miss,SEC,12,266,418,63.6,3918,9.4,9.4,19,8,153.5
6,Ross Comis\ross-comis-1,Massachusetts,Ind,11,122,194,62.9,1799,9.3,10,14,3,161.5
7,McKenzie Milton*\mckenzie-milton-1,UCF,American,10,171,289,59.2,2663,9.2,10,25,6,161
8,Dwayne Haskins*\dwayne-haskins-1,Ohio State,Big Ten,14,373,533,70,4831,9.1,10.3,50,8,174.1
9,Jake Fromm*\jake-fromm-1,Georgia,SEC,14,207,307,67.4,2761,9,10.1,30,6,171.3
10,Nathan Rourke*\nathan-rourke-1,Ohio,MAC,13,164,274,59.9,2434,8.9,9.2,23,8,156.3
11,Jordan Love*\jordan-love-2,Utah State,MWC,13,267,417,64,3567,8.6,9.4,32,6,158.3
12,K.J. Costello*\kj-costello-1,Stanford,Pac-12,13,269,413,65.1,3540,8.6,8.8,29,11,155
13,D'Eriq King*\deriq-king-1,Houston,American,11,219,345,63.5,2982,8.6,9.9,36,6,167
14,Marcus McMaryion*\marcus-mcmaryion-1,Fresno State,MWC,14,293,427,68.6,3629,8.5,9.1,25,5,157
15,Brady White*\brady-white-1,Memphis,American,14,246,392,62.8,3296,8.4,8.7,26,9,150.7
16,James Morgan*\james-morgan-1,Florida International,CUSA,12,213,326,65.3,2727,8.4,9,26,7,157.6
17,Ian Book*\ian-book-1,Notre Dame,Ind,10,214,314,68.2,2628,8.4,8.6,19,7,154
18,Chris Robison\chris-robison-1,Florida Atlantic,CUSA,12,192,304,63.2,2540,8.4,7.4,12,12,138.5
19,Khalil Tate\khalil-tate-1,Arizona,Pac-12,11,170,302,56.3,2530,8.4,8.9,26,8,149.8
20,Brett Rypien\brett-rypien-1,Boise State,MWC,13,301,447,67.3,3705,8.3,8.9,30,7,156
21,Trevor Lawrence*\trevor-lawrence-1,Clemson,ACC,15,259,397,65.2,3280,8.3,9.3,30,4,157.6
22,Taylor Cornelius*\taylor-cornelius-1,Oklahoma State,Big 12,13,288,485,59.4,3978,8.2,8.3,32,13,144.7
23,Jake Browning*\jake-browning-1,Washington,Pac-12,14,252,388,64.9,3192,8.2,7.9,16,10,142.5
24,Jake Bentley*\jake-bentley-2,South Carolina,SEC,13,240,388,61.9,3171,8.2,7.9,27,14,146.3
25,Ryan Finley*\ryan-finley-1,North Carolina State,ACC,13,326,484,67.4,3928,8.1,8.1,25,11,148
26,Mason Fine*\mason-fine-1,North Texas,CUSA,13,303,469,64.6,3793,8.1,8.8,27,5,149.4
27,Evan Orth\evan-orth-1,South Alabama,Sun Belt,10,145,222,65.3,1795,8.1,7.9,11,6,144.2
28,Cole McDonald*\cole-mcdonald-1,Hawaii,MWC,13,285,484,58.9,3875,8,8.6,36,10,146.5
29,David Blough*\david-blough-1,Purdue,Big Ten,13,305,462,66,3705,8,8.1,25,10,146.9
30,Drew Lock*\drew-lock-1,Missouri,SEC,13,275,437,62.9,3498,8,8.5,28,8,147.7
31,Shea Patterson*\shea-patterson-1,Michigan,Big Ten,13,210,325,64.6,2600,8,8.4,22,7,149.8
32,Zac Thomas*\zac-thomas-2,Appalachian State,Sun Belt,12,159,254,62.6,2039,8,8.6,21,6,152.6
33,Justice Hansen*\justice-hansen-1,Arkansas State,Sun Belt,13,286,434,65.9,3447,7.9,8.3,27,9,149
34,Desmond Ridder*\desmond-ridder-1,Cincinnati,American,13,194,311,62.4,2445,7.9,8.4,20,5,146.4
35,Andre Nunez*\andre-nunez-1,Louisiana,Sun Belt,14,182,287,63.4,2272,7.9,7.4,20,12,144.5
36,Justin Herbert*\justin-herbert-1,Oregon,Pac-12,13,240,404,59.4,3151,7.8,8.3,29,8,144.6
37,Jarrett Guarantano\jarrett-guarantano-1,Tennessee,SEC,12,153,246,62.2,1907,7.8,8.2,12,3,141
38,Sam Ehlinger*\sam-ehlinger-1,Texas,Big 12,14,275,425,64.7,3292,7.7,8.4,25,5,146.8
39,Tyree Jackson*\tyree-jackson-1,Buffalo,MAC,14,225,407,55.3,3131,7.7,7.7,28,12,136.7
40,Kyle Shurmur*\kyle-shurmur-1,Vanderbilt,SEC,13,254,406,62.6,3130,7.7,8.2,24,6,143.9
41,Manny Wilkins*\manny-wilkins-1,Arizona State,Pac-12,13,247,393,62.8,3025,7.7,8,20,6,141.2
42,Charlie Brewer*\charlie-brewer-1,Baylor,Big 12,13,240,390,61.5,3019,7.7,7.7,19,9,138
43,Blake LaRussa\blake-larussa-1,Old Dominion,CUSA,11,249,393,63.4,3015,7.7,7.5,19,10,138.7
44,Caleb Evans\caleb-evans-2,Louisiana-Monroe,Sun Belt,12,231,374,61.8,2869,7.7,7.1,16,12,133.9
45,Eric Dungey*\eric-dungey-1,Syracuse,ACC,13,226,371,60.9,2868,7.7,7.6,18,9,137
46,Blake Barnett*\blake-barnett-2,South Florida,American,11,214,350,61.1,2705,7.7,7,12,11,131.1
47,Bryce Perkins*\bryce-perkins-1,Virginia,ACC,13,225,349,64.5,2680,7.7,8,25,9,147.5
48,Jack Abraham\jack-abraham-1,Southern Mississippi,CUSA,9,223,305,73.1,2347,7.7,7.2,15,10,147.4
49,Brent Stockstill*\brent-stockstill-1,Middle Tennessee State,CUSA,14,326,464,70.3,3544,7.6,7.9,29,10,150.7
50,Joe Burrow*\joe-burrow-1,LSU,SEC,13,219,379,57.8,2894,7.6,7.9,16,5,133.2
51,Jarrett Stidham*\jarrett-stidham-1,Auburn,SEC,13,224,369,60.7,2794,7.6,7.9,18,5,137.7
52,Feleipe Franks*\feleipe-franks-1,Florida,SEC,13,188,322,58.4,2457,7.6,8.3,24,6,143.4
