Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
28,Eric Crouch\eric-crouch-1,Nebraska,Big 12,12,105,189,55.6,1510,8,6.3,7,10,124.3
29,Kevin Fant\kevin-fant-1,Mississippi State,SEC,9,94,170,55.3,1352,8,6.5,8,9,127
30,Jason Johnson\jason-johnson-2,Arizona,Pac-10,11,169,298,56.7,2347,7.9,7.2,19,13,135.2
31,John Welsh\john-welsh-1,Idaho,Sun Belt,11,183,284,64.4,2215,7.8,8.3,18,5,147.3
32,Jonathan Smith\jonathan-smith-2,Oregon State,Pac-10,11,180,317,56.8,2427,7.7,7.1,14,10,129.4
33,David Garrard\david-garrard-1,East Carolina,CUSA,11,164,290,56.6,2247,7.7,7.2,13,9,130.2
34,Tyler Watts\tyler-watts-1,Alabama,SEC,9,94,172,54.7,1325,7.7,8.1,10,3,135.1
35,Joey Harrington*\joey-harrington-1,Oregon,Pac-10,12,214,364,58.8,2764,7.6,8.3,27,6,143.8
36,Woodrow Dantzler\woodrow-dantzler-1,Clemson,ACC,11,188,311,60.5,2360,7.6,7.1,17,11,135.2
37,David Priestley\david-priestley-1,Pitt,Big East,11,165,280,58.9,2128,7.6,7.6,18,8,138.3
38,Seneca Wallace\seneca-wallace-1,Iowa State,Big 12,11,167,269,62.1,2044,7.6,6.9,11,9,132.7
39,Brian Lindgren\brian-lindgren-1,Idaho,Sun Belt,11,126,213,59.2,1611,7.6,6.4,10,10,128.8
40,David Neill\david-neill-1,Nevada,WAC,9,138,256,53.9,1918,7.5,7.5,11,5,127.1
41,Scott Hall\scott-hall-1,North Texas,Sun Belt,11,102,194,52.6,1453,7.5,6.7,17,11,133.1
42,James MacPherson\james-macpherson-1,Wake Forest,ACC,11,113,209,54.1,1555,7.4,5.6,5,11,113.9
43,Asad Abdul-Khaliq\asad-abdul-khaliq-1,Minnesota,Big Ten,11,107,187,57.2,1393,7.4,7.3,12,6,134.6
44,Marcus Arroyo\marcus-arroyo-1,San Jose State,WAC,11,141,261,54,1915,7.3,5.8,12,14,120.1
45,Zack Mills\zack-mills-1,Penn State,Big Ten,10,127,230,55.2,1669,7.3,5.7,9,12,118.7
46,Eli Manning\eli-manning-1,Ole Miss,SEC,11,259,408,63.5,2948,7.2,7.8,31,9,144.8
47,Carson Palmer*\carson-palmer-1,USC,Pac-10,12,221,377,58.6,2717,7.2,6.5,13,12,124.2
48,Jeff Kelly\jeff-kelly-1,Southern Mississippi,CUSA,11,214,362,59.1,2613,7.2,6.7,15,11,127.3
49,Chris Simms\chris-simms-1,Texas,Big 12,12,214,362,59.1,2603,7.2,7,22,11,133.5
50,Shaun Hill\shaun-hill-1,Maryland,ACC,11,197,329,59.9,2380,7.2,6.8,13,9,128.2
51,Brian St. Pierre\brian-st-pierre-1,Boston College,Big East,11,149,279,53.4,2016,7.2,7.4,25,10,136.5
52,Wesley Phillips\wesley-phillips-1,UTEP,WAC,11,143,257,55.6,1839,7.2,6,10,11,120
53,Grant Noel\grant-noel-1,Virginia Tech,Big East,11,146,254,57.5,1826,7.2,6.5,16,11,130
54,Casey Printers\casey-printers-1,Texas Christian,CUSA,10,136,252,54,1824,7.2,6.8,13,8,125.4
55,Antwaan Randle El\antwaan-randle-el-1,Indiana,Big Ten,11,118,231,51.1,1664,7.2,7,9,5,120.1
56,Luke McCown\luke-mccown-1,Louisiana Tech,WAC,11,277,469,59.1,3337,7.1,7,28,14,132.6
57,Jose Fuentes\jose-fuentes-1,Utah State,Ind,11,260,437,59.5,3100,7.1,6.3,24,18,129
58,Casey Bramlet\casey-bramlet-1,Wyoming,MWC,11,225,432,52.1,3069,7.1,5.4,9,20,109.4
59,Charlie Frye\charlie-frye-1,Akron,MAC,11,170,289,58.8,2053,7.1,6.8,9,6,124.6
60,Philip Rivers\philip-rivers-1,North Carolina State,ACC,11,240,368,65.2,2586,7,7,16,7,134.8
61,Greg Zolman\greg-zolman-1,Vanderbilt,SEC,11,186,357,52.1,2512,7,6.7,14,9,119.1
62,Jason Thomas\jason-thomas-1,UNLV,MWC,10,83,194,42.8,1353,7,5,8,12,102.6
63,Lance Rice\lance-rice-1,Utah,MWC,11,169,302,56,2086,6.9,6.3,16,11,124.2
64,K.C. Enzminger\kc-enzminger-1,New Mexico State,Sun Belt,12,121,235,51.5,1610,6.9,5.8,6,8,110.7
65,Casey Kelly\casey-kelly-1,New Mexico,MWC,9,107,227,47.1,1559,6.9,5.2,8,12,105.9
66,Brock Nutter\brock-nutter-1,Troy,Ind,11,173,307,56.4,2098,6.8,5.8,14,13,120.3
67,Danny Wimprine\danny-wimprine-1,Memphis,CUSA,9,102,196,52,1329,6.8,7.3,14,4,128.5
68,Zak Kustok\zak-kustok-1,Northwestern,Big Ten,11,231,404,57.2,2692,6.7,6.5,20,10,124.5
69,Phil Petty*\phil-petty-1,South Carolina,SEC,12,164,288,56.9,1926,6.7,6.4,12,7,122
70,Andy Sahm\andy-sahm-1,Bowling Green State,MAC,10,122,198,61.6,1326,6.7,5.5,11,10,126.1
71,Kliff Kingsbury\kliff-kingsbury-1,Texas Tech,Big 12,11,365,529,69,3502,6.6,6.8,25,9,136.8
72,Patrick Ramsey\patrick-ramsey-1,Tulane,CUSA,11,256,448,57.1,2935,6.6,6.2,22,13,122.6
73,Talmadge Hill\talmadge-hill-1,Ball State,MAC,11,159,301,52.8,1953,6.5,5.1,13,15,111.6
74,Bryson Spinner\bryson-spinner-1,Virginia,ACC,11,121,206,58.7,1334,6.5,6.5,14,6,129.7
75,D. Bryant\d-bryant-1,Duke,ACC,11,187,384,48.7,2454,6.4,5,11,17,103
76,Kyle Boller\kyle-boller-1,California,Pac-10,10,134,272,49.3,1741,6.4,5.6,12,10,110.2
77,Kelly Robinson\kelly-robinson-1,Houston,CUSA,11,149,267,55.8,1704,6.4,6,9,6,116
78,Matt Schaub\matt-schaub-1,Virginia,ACC,12,140,240,58.3,1524,6.4,5.7,10,8,118.8
79,Joshua Cribbs\joshua-cribbs-1,Kent State,MAC,11,131,238,55,1516,6.4,6.3,10,5,118.2
80,Keith Boyea\keith-boyea-1,Air Force,MWC,12,102,196,52,1253,6.4,5.6,6,6,109.7
81,Bradlee Van Pelt\bradlee-van-pelt-1,Colorado State,MWC,11,94,194,48.5,1247,6.4,4.9,8,10,105.7
82,Marquel Blackwell\marquel-blackwell-1,South Florida,Ind,11,258,456,56.6,2882,6.3,6.1,20,11,119.3
83,John Navarre\john-navarre-1,Michigan,Big Ten,11,186,346,53.8,2195,6.3,5.8,17,12,116.3
84,Aso Pogi\aso-pogi-1,Oklahoma State,Big 12,11,179,296,60.5,1854,6.3,5.9,11,7,120.6
85,David Page\david-page-1,SMU,WAC,9,104,193,53.9,1209,6.3,5.5,8,7,112.9
86,Chris Finlen\chris-finlen-1,Northern Illinois,MAC,11,166,331,50.2,2036,6.2,5.8,14,9,110.3
87,Chad Jenkins\chad-jenkins-1,Army,CUSA,10,156,286,54.5,1773,6.2,4.2,8,16,104.7
88,Jon Van Cleave\jon-van-cleave-1,Louisiana,Sun Belt,11,224,407,55,2499,6.1,5.7,14,10,113.1
89,Mark Farris\mark-farris-1,Texas A&M,Big 12,11,203,347,58.5,2094,6,5.3,8,9,111.6
90,Mario Kinsey\mario-kinsey-1,Kansas,Big 12,10,88,202,43.6,1215,6,4.3,7,11,94.6
91,Nate Hybl\nate-hybl-1,Oklahoma,Big 12,11,222,380,58.4,2234,5.9,5.1,14,13,113.1
92,Brandon Hance*\brandon-hance-1,Purdue,Big Ten,9,136,258,52.7,1529,5.9,4.8,8,10,105
93,Josh Blankenship\josh-blankenship-1,Tulsa,WAC,9,128,230,55.7,1350,5.9,5.1,5,6,106.9
94,Joe Freedy\joe-freedy-1,Buffalo,MAC,11,187,371,50.4,2077,5.6,4.3,10,15,98.2
95,Kainoa Akina\kainoa-akina-1,Eastern Michigan,MAC,11,140,267,52.4,1504,5.6,4.8,14,11,108.8
96,Brad Lewis\brad-lewis-1,West Virginia,Big East,11,135,237,57,1339,5.6,4.5,7,9,106.6
97,Nick Eddy\nick-eddy-1,Houston,CUSA,11,99,182,54.4,1023,5.6,4.3,6,8,103.7
98,Zak Clark\zak-clark-1,Arkansas,SEC,10,88,179,49.2,1000,5.6,5.3,6,4,102.7
99,Kirk Farmer\kirk-farmer-1,Missouri,Big 12,10,135,285,47.4,1567,5.5,5.5,13,6,104.4
100,Lon Sheriff\lon-sheriff-1,San Diego State,MWC,11,111,236,47,1295,5.5,3.5,3,12,87.2
101,Ryan Cubit\ryan-cubit-1,Rutgers,Big East,11,120,268,44.8,1433,5.3,2.8,9,19,86.6
102,Dan Orlovsky\dan-orlovsky-1,Connecticut,Ind,10,128,269,47.6,1379,5.1,4,9,11,93.5
103,Greg Cicero\greg-cicero-1,Baylor,Big 12,10,129,255,50.6,1239,4.9,3,6,13,89
