Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
1,Chris Weinke\chris-weinke-1,Florida State,ACC,12,266,431,61.7,4167,9.7,10.1,33,11,163.1
2,Bart Hendricks\bart-hendricks-1,Boise State,Big West,11,210,347,60.5,3364,9.7,10.7,35,8,170.6
3,John Turman\john-turman-1,Pitt,Big East,11,128,233,54.9,2135,9.2,9.4,18,7,151.4
4,Casey Printers\casey-printers-1,Texas Christian,WAC,11,102,176,58,1584,9,9.3,16,6,156.7
5,Rex Grossman\rex-grossman-1,Florida,SEC,11,131,212,61.8,1866,8.8,9.3,21,7,161.8
6,Mike Thiessen\mike-thiessen-1,Air Force,MWC,11,112,195,57.4,1687,8.7,8.8,13,5,147
7,Ken Dorsey\ken-dorsey-1,Miami (FL),Big East,11,188,322,58.4,2737,8.5,9.4,25,5,152.3
8,Jason Thomas\jason-thomas-1,UNLV,MWC,11,106,201,52.7,1708,8.5,7.9,14,9,138.1
9,Jonathan Beasley\jonathan-beasley-1,Kansas State,Big 12,13,156,313,49.8,2636,8.4,8.1,17,10,132.1
10,George Godsey\george-godsey-1,Georgia Tech,ACC,11,222,349,63.6,2906,8.3,8.9,23,6,151.9
11,Jonathan Smith*\jonathan-smith-2,Oregon State,Pac-10,12,170,338,50.3,2773,8.2,8.5,20,7,134.6
12,Ryan Schneider\ryan-schneider-1,UCF,Ind,9,177,286,61.9,2334,8.2,7.9,21,11,147
13,Butchie Washington\butchie-washington-1,Akron,MAC,11,143,283,50.5,2319,8.2,7.6,17,11,131.4
14,Darnell Arceneaux\darnell-arceneaux-1,Utah,MWC,11,93,169,55,1375,8.1,6.8,7,8,127.6
15,Jason Gesser\jason-gesser-1,Washington State,Pac-10,9,128,246,52,1967,8,7.5,16,10,132.5
16,Chris Finlen\chris-finlen-1,Northern Illinois,MAC,11,131,231,56.7,1857,8,7.2,11,9,132.2
17,Travis Cole\travis-cole-1,Minnesota,Big Ten,9,131,223,58.7,1780,8,8,11,5,137.6
18,Woodrow Dantzler\woodrow-dantzler-1,Clemson,ACC,11,122,212,57.5,1691,8,7.6,10,6,134.5
19,John Welsh\john-welsh-1,Idaho,Big West,11,251,399,62.9,3171,7.9,7.1,22,17,139.3
20,Rocky Perez\rocky-perez-1,UTEP,WAC,11,200,338,59.2,2661,7.9,8.6,26,6,147.1
21,Tim Hasselbeck\tim-hasselbeck-1,Boston College,Big East,10,124,229,54.1,1810,7.9,7.5,16,9,135.7
22,Matt Newton\matt-newton-1,Colorado State,MWC,11,198,334,59.3,2609,7.8,7.3,20,13,136.9
23,Major Applewhite\major-applewhite-1,Texas,Big 12,9,152,279,54.5,2164,7.8,7.9,18,7,135.9
24,Wayne Madkin\wayne-madkin-1,Mississippi State,SEC,11,138,246,56.1,1908,7.8,6.9,8,8,125.5
25,Dan Ellis\dan-ellis-1,Virginia,ACC,9,116,210,55.2,1642,7.8,7.6,7,4,128.1
26,Calvin McCall\calvin-mccall-1,Maryland,ACC,9,105,199,52.8,1533,7.7,6.2,5,9,116.7
27,Josh Heupel*\josh-heupel-1,Oklahoma,Big 12,13,305,472,64.6,3606,7.6,7.1,20,15,136.4
28,Ronald Curry\ronald-curry-1,North Carolina,ACC,11,163,304,53.6,2325,7.6,6.6,11,12,121.9
29,Casey Clausen\casey-clausen-1,Tennessee,SEC,9,121,194,62.4,1473,7.6,7.7,15,6,145.5
30,David Garrard\david-garrard-1,East Carolina,CUSA,11,164,312,52.6,2332,7.5,7.1,19,11,128.4
31,Steve Bellisari*\steve-bellisari-1,Ohio State,Big Ten,12,163,310,52.6,2319,7.5,6.4,13,13,120.9
32,Lon Sheriff\lon-sheriff-1,San Diego State,MWC,10,155,290,53.4,2163,7.5,6.2,6,11,115.3
33,Jose Fuentes\jose-fuentes-1,Utah State,Big West,10,194,368,52.7,2709,7.4,7.3,16,8,124.6
34,Dave Ragone\dave-ragone-1,Louisville,CUSA,11,216,354,61,2621,7.4,7.5,27,11,142.2
35,Mark Farris\mark-farris-1,Texas A&M,Big 12,11,208,347,59.9,2551,7.4,6.8,10,9,126
36,David Carr\david-carr-1,Fresno State,WAC,11,194,316,61.4,2338,7.4,7,18,11,135.4
37,Jesse Palmer\jesse-palmer-1,Florida,SEC,10,116,223,52,1653,7.4,7.6,11,4,127
38,Byron Leftwich\byron-leftwich-1,Marshall,MAC,12,279,457,61.1,3358,7.3,7.4,21,9,134
39,Joey Harrington*\joey-harrington-1,Oregon,Pac-10,12,214,405,52.8,2967,7.3,6.9,22,14,125.4
40,Patrick Ramsey\patrick-ramsey-1,Tulane,CUSA,10,229,389,58.9,2833,7.3,6.9,24,14,133.2
41,Phil Petty*\phil-petty-1,South Carolina,SEC,12,170,315,54,2285,7.3,6.3,8,10,116.9
42,Josh Booty\josh-booty-1,LSU,SEC,10,145,290,50,2121,7.3,6.2,17,15,120.4
43,Drew Brees*\drew-brees-1,Purdue,Big Ten,12,309,512,60.4,3668,7.2,7.1,26,12,132.6
44,Jeff Welsh\jeff-welsh-1,Western Michigan,MAC,12,207,354,58.5,2537,7.2,6.5,15,12,125.9
45,Marcus Arroyo\marcus-arroyo-1,San Jose State,WAC,12,166,326,50.9,2334,7.2,6.7,15,10,120.1
46,Brooks Bollinger\brooks-bollinger-1,Wisconsin,Big Ten,12,110,209,52.6,1479,7.1,6.5,10,7,121.2
47,Carson Palmer\carson-palmer-1,USC,Pac-10,12,228,415,54.9,2914,7,5.8,16,18,118
48,Jeff Kelly\jeff-kelly-1,Southern Mississippi,CUSA,11,198,341,58.1,2381,7,6.5,15,10,125.4
49,Wes Counts\wes-counts-1,Middle Tennessee State,Ind,11,127,218,58.3,1536,7,6.7,8,5,125
50,Philip Rivers\philip-rivers-1,North Carolina State,ACC,11,237,441,53.7,3054,6.9,7,25,10,126.1
51,Greg Zolman\greg-zolman-1,Vanderbilt,SEC,11,187,354,52.8,2441,6.9,5.9,13,14,115
52,Sage Rosenfels\sage-rosenfels-1,Iowa State,Big 12,11,172,333,51.7,2298,6.9,5.8,8,12,110.3
53,Jeff Krohn*\jeff-krohn-1,Arizona State,Pac-10,10,125,254,49.2,1751,6.9,6.8,12,6,118
54,Talmadge Hill\talmadge-hill-1,Ball State,MAC,11,130,212,61.3,1455,6.9,5.5,13,12,127.9
55,Jeff Smoker\jeff-smoker-1,Michigan State,Big Ten,9,103,197,52.3,1365,6.9,5.9,6,7,113.4
56,Ben Leard\ben-leard-1,Auburn,SEC,12,193,319,60.5,2158,6.8,6.1,12,10,123.5
57,Marquel Blackwell\marquel-blackwell-1,South Florida,Ind,11,171,296,57.8,2016,6.8,7.1,13,4,126.8
58,Romaro Miller\romaro-miller-1,Ole Miss,SEC,11,161,295,54.6,2012,6.8,6.2,18,12,123.9
59,Kurt Kittner\kurt-kittner-1,Illinois,Big Ten,10,173,297,58.2,1982,6.7,6.7,18,8,128.9
60,Brad Lewis\brad-lewis-1,West Virginia,Big East,10,108,223,48.4,1501,6.7,6,8,7,110.5
61,Devin Scott\devin-scott-1,Temple,Big East,11,136,216,63,1456,6.7,5.7,5,7,120.7
62,Jared Lorenzen\jared-lorenzen-1,Kentucky,SEC,11,321,559,57.4,3687,6.6,5.6,19,21,116.5
63,Josh Blankenship\josh-blankenship-1,Tulsa,WAC,12,196,379,51.7,2507,6.6,5.8,9,11,109.3
64,Zak Kustok*\zak-kustok-1,Northwestern,Big Ten,12,206,363,56.7,2389,6.6,6.8,19,7,125.4
65,David Neill\david-neill-1,Nevada,WAC,11,179,353,50.7,2334,6.6,5.8,13,12,111.6
66,Marques Tuiasosopo\marques-tuiasosopo-1,Washington,Pac-10,11,170,323,52.6,2146,6.6,6,14,11,115.9
67,Rudy Caamano\rudy-caamano-1,New Mexico,MWC,12,107,192,55.7,1270,6.6,6.1,11,7,122.9
68,Timmy Chang\timmy-chang-1,Hawaii,WAC,10,245,469,52.2,3041,6.5,5.5,19,19,112
69,Rashard Casey\rashard-casey-1,Penn State,Big Ten,12,163,309,52.8,2001,6.5,6.2,14,8,116.9
70,Cleo Lemon\cleo-lemon-1,Arkansas State,Big West,11,173,306,56.5,1964,6.4,6.2,13,7,119.9
71,Dylen Smith\dylen-smith-1,Kansas,Big 12,11,140,306,45.8,1963,6.4,5.5,10,11,103.2
72,Antwaan Randle El\antwaan-randle-el-1,Indiana,Big Ten,11,133,277,48,1783,6.4,4.9,10,14,103.9
73,Jason McKinley\jason-mckinley-1,Houston,CUSA,11,251,428,58.6,2696,6.3,5.6,14,13,116.3
74,Mike Bath\mike-bath-1,Miami (OH),MAC,11,189,384,49.2,2415,6.3,5,13,17,104.4
75,Mike McMahon\mike-mcmahon-1,Rutgers,Big East,10,169,340,49.7,2157,6.3,5.2,18,17,110.5
76,Deontey Kenner*\deontey-kenner-1,Cincinnati,CUSA,10,156,304,51.3,1906,6.3,5.6,10,9,108.9
77,Ortege Jenkins\ortege-jenkins-1,Arizona,Pac-10,11,123,261,47.1,1647,6.3,4.9,9,12,102.3
78,Andrew Zow\andrew-zow-1,Alabama,SEC,10,120,249,48.2,1561,6.3,4.2,6,14,97.6
79,Aso Pogi\aso-pogi-1,Oklahoma State,Big 12,10,139,247,56.3,1550,6.3,4.8,6,11,108.1
80,Charlie Peterson\charlie-peterson-1,Brigham Young,MWC,10,149,260,57.3,1617,6.2,5.8,6,5,113.3
81,K.C. Enzminger\kc-enzminger-1,New Mexico State,Big West,11,111,236,47,1454,6.2,5.9,15,8,113
82,Darius Outlaw\darius-outlaw-1,Missouri,Big 12,10,105,225,46.7,1391,6.2,3.8,9,16,97.6
83,Kyle Boller\kyle-boller-1,California,Pac-10,11,163,349,46.7,2121,6.1,5.3,15,13,104.5
84,Joe Freedy\joe-freedy-1,Buffalo,MAC,11,184,338,54.4,2060,6.1,4.5,14,18,108.7
85,Andy Sahm\andy-sahm-1,Bowling Green State,MAC,11,123,244,50.4,1490,6.1,5.1,8,9,105.1
86,Josh McCown\josh-mccown-1,SMU,WAC,11,169,331,51.1,1969,5.9,4.3,9,16,100.3
87,Robby Hampton\robby-hampton-1,Arkansas,SEC,10,145,261,55.6,1548,5.9,5.5,13,8,115.7
88,Derrick Vickers\derrick-vickers-1,Central Michigan,MAC,10,83,180,46.1,1059,5.9,5.4,7,5,102.8
89,Kliff Kingsbury\kliff-kingsbury-1,Texas Tech,Big 12,12,362,585,61.9,3418,5.8,5.3,21,17,117
90,Walter Church\walter-church-1,Eastern Michigan,MAC,11,238,399,59.6,2326,5.8,5.5,11,8,113.7
91,Tavares Bolden\tavares-bolden-1,Toledo,MAC,11,161,283,56.9,1597,5.6,5.9,13,4,116.6
92,Jay Stoner\jay-stoner-1,Wyoming,MWC,9,171,275,62.2,1552,5.6,4.4,10,12,112.9
93,D. Bryant\d-bryant-1,Duke,ACC,11,129,258,50,1448,5.6,4.3,5,10,95.8
94,Zach Williams\zach-williams-1,Kent State,MAC,9,114,213,53.5,1120,5.3,3.9,4,8,96.4
