Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
38,Steven Moffett\steven-moffett-1,UCF,MAC,10,147,229,64.2,1721,7.5,6.3,9,10,131.6
39,Sonny Cumbie*\sonny-cumbie-1,Texas Tech,Big 12,12,421,642,65.6,4742,7.4,7.1,32,18,138.5
40,Andrew Walter*\andrew-walter-1,Arizona State,Pac-10,11,244,426,57.3,3150,7.4,7.9,30,9,138.4
41,Drew Tate*\drew-tate-1,Iowa,Big Ten,12,233,375,62.1,2786,7.4,6.8,20,14,134.7
42,Bryan Randall*\bryan-randall-1,Virginia Tech,ACC,13,170,306,55.6,2264,7.4,7.4,21,9,134.5
43,Vince Young*\vince-young-1,Texas,Big 12,12,148,250,59.2,1849,7.4,6.4,12,11,128.4
44,Dan Orlovsky*\dan-orlovsky-1,Connecticut,Big East,12,288,457,63,3354,7.3,6.9,23,15,134.7
45,Danny Wimprine*\danny-wimprine-1,Memphis,CUSA,12,225,398,56.5,2892,7.3,6.8,22,14,128.8
46,Paul Peterson*\paul-peterson-1,Boston College,Big East,11,221,355,62.3,2594,7.3,7.1,18,10,134.7
47,Brady Quinn*\brady-quinn-1,Notre Dame,Ind,12,191,353,54.1,2586,7.3,7,17,10,125.9
48,Drew Stanton\drew-stanton-1,Michigan State,Big Ten,10,141,220,64.1,1601,7.3,6.8,8,6,131.8
49,Corey Bramlet*\corey-bramlet-1,Wyoming,MWC,12,195,334,58.4,2409,7.2,6.2,12,13,123
50,Paul Pinegar*\paul-pinegar-1,Fresno State,WAC,12,173,292,59.2,2099,7.2,6.5,23,15,135.3
51,Matt LoVecchio\matt-lovecchio-2,Indiana,Big Ten,11,153,271,56.5,1951,7.2,7,13,7,127.6
52,Timmy Chang*\timmy-chang-1,Hawaii,WAC,13,358,602,59.5,4258,7.1,7.4,38,13,135.4
53,Derek Anderson*\derek-anderson-1,Oregon State,Pac-10,12,279,515,54.2,3615,7,6.7,29,17,125.1
54,Ryan Hart\ryan-hart-1,Rutgers,Big East,11,295,453,65.1,3154,7,5.8,17,19,127.6
55,Ethan Flatt\ethan-flatt-1,Ole Miss,SEC,10,123,220,55.9,1530,7,5.5,6,10,114.2
56,Chad Henne*\chad-henne-1,Michigan,Big Ten,12,240,399,60.2,2743,6.9,6.8,25,12,132.6
57,Kent Smith\kent-smith-1,Central Michigan,MAC,11,188,333,56.5,2284,6.9,6.7,16,8,125.1
58,Dustin Almond*\dustin-almond-1,Southern Mississippi,CUSA,10,138,269,51.3,1848,6.9,6.8,12,6,119.3
59,Tony Eckert\tony-eckert-1,SMU,WAC,11,111,203,54.7,1406,6.9,4.6,6,13,109.8
60,Kellen Clemens\kellen-clemens-1,Oregon,Pac-10,11,223,372,59.9,2548,6.8,6.8,22,10,131.6
61,Joel Statham\joel-statham-1,Maryland,ACC,10,126,234,53.8,1590,6.8,4.6,8,15,109.4
62,Jeff Rowe\jeff-rowe-1,Nevada,WAC,12,230,394,58.4,2633,6.7,6.1,15,12,121
63,James Kilian\james-kilian-1,Tulsa,WAC,12,184,337,54.6,2247,6.7,5.3,13,16,113.8
64,Nick Noce\nick-noce-1,Arkansas State,Sun Belt,11,164,315,52.1,2115,6.7,5.3,13,16,111.9
65,Jay Davis\jay-davis-1,North Carolina State,ACC,11,175,313,55.9,2104,6.7,5.3,12,15,115.4
66,Alex Brink\alex-brink-1,Washington State,Pac-10,11,97,194,50,1305,6.7,6.3,7,5,113.3
67,Joshua Cribbs\joshua-cribbs-1,Kent State,MAC,10,216,335,64.5,2215,6.6,6.8,17,6,133.2
68,Walter Washington\walter-washington-1,Temple,Big East,11,187,332,56.3,2207,6.6,6.4,10,6,118.5
69,Bret Meyer*\bret-meyer-1,Iowa State,Big 12,12,149,290,51.4,1926,6.6,6.4,10,6,114.4
70,Wyatt Sexton*\wyatt-sexton-1,Florida State,ACC,10,139,252,55.2,1661,6.6,5.8,8,8,114.7
71,Matt Bohnet\matt-bohnet-1,Eastern Michigan,MAC,11,228,434,52.5,2807,6.5,6.2,21,12,117.3
72,Joel Klatt*\joel-klatt-1,Colorado,Big 12,13,216,367,58.9,2398,6.5,5.3,11,15,115.5
73,Michael Harrington\michael-harrington-1,Idaho,Sun Belt,12,225,342,65.8,2222,6.5,5.8,12,11,125.5
74,James Pinkney\james-pinkney-1,East Carolina,CUSA,11,190,339,56,2195,6.5,5.5,18,15,119.1
75,Reggie Ball*\reggie-ball-1,Georgia Tech,ACC,12,164,330,49.7,2147,6.5,5,16,18,109.4
76,Joe Dailey\joe-dailey-1,Nebraska,Big 12,11,153,310,49.4,2025,6.5,4.9,17,19,110.1
77,Dylan Meier\dylan-meier-1,Kansas State,Big 12,10,127,220,57.7,1436,6.5,6.3,9,5,121.5
78,Perry Patterson*\perry-patterson-1,Syracuse,Big East,12,168,289,58.1,1851,6.4,5.3,7,10,113
79,Zack Mills\zack-mills-1,Penn State,Big Ten,10,155,268,57.8,1722,6.4,5.1,9,12,113.9
80,Pat Julmiste\pat-julmiste-1,South Florida,CUSA,11,118,247,47.8,1570,6.4,5.5,7,8,104
81,Steven Jyles\steven-jyles-1,Louisiana-Monroe,Sun Belt,11,204,366,55.7,2322,6.3,5.5,12,12,113.3
82,Trent Edwards\trent-edwards-1,Stanford,Pac-10,9,148,271,54.6,1718,6.3,5.2,9,11,110.7
83,Brett Basanez\brett-basanez-1,Northwestern,Big Ten,12,247,460,53.7,2838,6.2,5.8,12,9,110.2
84,John Stocco*\john-stocco-1,Wisconsin,Big Ten,12,169,321,52.6,1999,6.2,5.8,9,7,109.8
85,Travis Cox\travis-cox-1,Utah State,Sun Belt,11,179,306,58.5,1908,6.2,4.5,10,16,111.2
86,Jerry Babb\jerry-babb-1,Louisiana,Sun Belt,11,223,385,57.9,2345,6.1,5.2,12,13,112.6
87,Kole McKamey*\kole-mckamey-1,New Mexico,MWC,11,103,210,49,1272,6.1,4.7,6,9,100.8
88,Stan Hill*\stan-hill-1,Marshall,MAC,12,233,397,58.7,2387,6,5.3,18,14,117.1
89,Ryan Hawk\ryan-hawk-1,Ohio,MAC,11,137,262,52.3,1585,6,5.8,10,6,111.1
90,Mike Schneider\mike-schneider-1,Duke,ACC,11,150,253,59.3,1527,6,5.4,8,7,114.9
91,Brad Smith\brad-smith-1,Missouri,Big 12,11,191,369,51.8,2185,5.9,5.5,17,11,110.7
92,Charlie Whitehurst\charlie-whitehurst-1,Clemson,ACC,11,177,349,50.7,2067,5.9,4.1,7,17,97.3
93,Omarr Conner\omarr-conner-1,Mississippi State,SEC,9,107,206,51.9,1224,5.9,5,6,7,104.7
94,Kevin O'Connell\kevin-oconnell-2,San Diego State,MWC,9,115,236,48.7,1328,5.6,4.7,9,9,101
95,Casey Paus\casey-paus-1,Washington,Pac-10,11,116,274,42.3,1476,5.4,3,5,17,81.2
96,Shane Steichen\shane-steichen-1,UNLV,MWC,9,92,187,49.2,1011,5.4,3.7,7,10,96.3
97,Shane Boyd\shane-boyd-1,Kentucky,SEC,10,138,263,52.5,1328,5,4,7,9,96.8
