Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
20,Blaine Gabbert*\blaine-gabbert-1,Missouri,Big 12,13,262,445,58.9,3593,8.1,8.2,24,9,140.5
21,Trevor Vittatoe\trevor-vittatoe-1,UTEP,CUSA,12,224,409,54.8,3308,8.1,7.5,17,13,130.1
22,Martevious Young*\martevious-young-1,Southern Mississippi,CUSA,10,132,230,57.4,1861,8.1,8.9,16,3,145.7
23,Russell Wilson\russell-wilson-1,North Carolina State,ACC,12,224,378,59.3,3027,8,8.3,31,11,147.8
24,Chris Todd*\chris-todd-1,Auburn,SEC,13,198,328,60.4,2612,8,8.5,22,6,145.7
25,Ricky Stanzi*\ricky-stanzi-1,Iowa,Big Ten,11,171,304,56.3,2417,8,6.8,17,15,131.6
26,Riley Skinner\riley-skinner-1,Wake Forest,ACC,12,264,400,66,3160,7.9,7.9,26,12,147.8
27,Daryll Clark*\daryll-clark-1,Penn State,Big Ten,13,232,381,60.9,3003,7.9,8,24,10,142.6
28,Diondre Borel\diondre-borel-1,Utah State,WAC,12,214,366,58.5,2885,7.9,8.3,17,4,137.8
29,G.J. Kinne\gj-kinne-1,Tulsa,CUSA,12,210,345,60.9,2732,7.9,7.9,22,10,142.6
30,Matt Barkley*\matt-barkley-1,USC,Pac-10,12,211,352,59.9,2735,7.8,6.8,15,14,131.3
31,Joe Cox*\joe-cox-1,Georgia,SEC,13,185,331,55.9,2584,7.8,7.2,24,15,136.3
32,Tom Savage*\tom-savage-1,Rutgers,Big East,12,149,285,52.3,2211,7.8,7.6,14,7,128.7
33,Greg McElroy*\greg-mcelroy-1,Alabama,SEC,14,198,325,60.9,2508,7.7,8.2,17,4,140.5
34,Aaron Opelt\aaron-opelt-1,Toledo,MAC,9,154,261,59,1997,7.7,7.2,16,10,135.8
35,Terrance Cain*\terrance-cain-1,Utah,MWC,12,137,215,63.7,1624,7.6,7.5,11,5,139.4
36,Colt McCoy*\colt-mccoy-1,Texas,Big 12,14,332,470,70.6,3521,7.5,7.5,27,12,147.4
37,Dan Lefevour*\dan-lefevour-1,Central Michigan,MAC,14,318,456,69.7,3438,7.5,8.1,28,7,150.3
38,Kevin Riley*\kevin-riley-1,California,Pac-10,13,209,382,54.7,2850,7.5,7.5,18,8,128.7
39,Jevan Snead*\jevan-snead-1,Ole Miss,SEC,13,191,351,54.4,2632,7.5,6.1,20,20,124.8
40,Tony Pike*\tony-pike-1,Cincinnati,Big East,10,211,338,62.4,2520,7.5,8.4,29,6,149.8
41,Bryant Moniz\bryant-moniz-1,Hawaii,WAC,10,182,319,57.1,2396,7.5,7,14,10,128.4
42,Grant Stucker\grant-stucker-1,Colorado State,MWC,11,133,251,53,1874,7.5,6.3,12,12,121.9
43,Chandler Harnish*\chandler-harnish-1,Northern Illinois,MAC,10,143,223,64.1,1670,7.5,7.3,11,6,137.9
44,Jeff Van Camp\jeff-van-camp-1,Florida Atlantic,Sun Belt,10,109,184,59.2,1372,7.5,8.3,12,2,141.2
45,Thaddeus Lewis\thaddeus-lewis-2,Duke,ACC,12,274,449,61,3330,7.4,7.5,20,8,134.5
46,Brett Hodges*\brett-hodges-1,UCF,CUSA,12,197,329,59.9,2438,7.4,6.7,17,13,131.3
47,Todd Reesing\todd-reesing-1,Kansas,Big 12,12,313,496,63.1,3616,7.3,7.3,22,10,134.9
48,Taylor Potts*\taylor-potts-1,Texas Tech,Big 12,12,309,470,65.7,3440,7.3,7,22,13,137.1
49,Sean Canfield*\sean-canfield-1,Oregon State,Pac-10,13,303,446,67.9,3271,7.3,7.6,21,7,141.9
50,Jonathan Crompton*\jonathan-crompton-1,Tennessee,SEC,13,224,384,58.3,2800,7.3,7.2,27,13,136
51,Jordan Jefferson*\jordan-jefferson-1,LSU,SEC,12,182,296,61.5,2166,7.3,7.4,17,7,137.2
52,Spencer Keith\spencer-keith-1,Kent State,MAC,10,168,294,57.1,2147,7.3,6.6,14,11,126.7
53,Colin Kaepernick*\colin-kaepernick-1,Nevada,WAC,13,166,282,58.9,2052,7.3,7.7,20,6,139.1
54,Tate Forcier\tate-forcier-1,Michigan,Big Ten,12,165,281,58.7,2050,7.3,6.6,13,10,128.1
55,Jerrod Johnson*\jerrod-johnson-1,Texas A&M,Big 12,13,296,497,59.6,3579,7.2,7.7,30,8,136.7
56,Jarrett Brown*\jarrett-brown-1,West Virginia,Big East,13,187,296,63.2,2144,7.2,6.6,11,9,130.2
57,Ross Jenkins\ross-jenkins-1,Louisiana Tech,WAC,12,172,290,59.3,2095,7.2,7.6,17,5,135.9
58,Juice Williams\juice-williams-1,Illinois,Big Ten,11,131,227,57.7,1632,7.2,6.9,12,7,129.4
59,Landry Jones*\landry-jones-1,Oklahoma,Big 12,13,261,449,58.1,3198,7.1,6.9,26,14,130.8
60,Jake Locker\jake-locker-1,Washington,Pac-10,12,230,394,58.4,2800,7.1,6.9,21,11,130.1
61,Zach Maynard\zach-maynard-1,Buffalo,MAC,12,218,379,57.5,2694,7.1,6.3,18,15,125
62,Zac Lee*\zac-lee-1,Nebraska,Big 12,13,177,302,58.6,2143,7.1,6.5,14,10,126.9
63,Terrelle Pryor*\terrelle-pryor-1,Ohio State,Big Ten,13,167,295,56.6,2094,7.1,6.6,18,11,128.9
64,Dave Shinskie*\dave-shinskie-1,Boston College,ACC,13,149,288,51.7,2049,7.1,6,15,14,119
65,Greg Paulus\greg-paulus-1,Syracuse,Big East,12,193,285,67.7,2024,7.1,5.8,13,14,132.6
66,Tyler Sheehan*\tyler-sheehan-1,Bowling Green State,MAC,13,373,575,64.9,4051,7,7.4,27,7,137.1
67,Mike Kafka*\mike-kafka-1,Northwestern,Big Ten,13,319,492,64.8,3430,7,6.5,16,12,129.3
68,Ryan Lindley\ryan-lindley-1,San Diego State,MWC,12,239,437,54.7,3054,7,6.4,23,16,123.4
69,Joey Elliott\joey-elliott-1,Purdue,Big Ten,12,267,433,61.7,3026,7,6.7,22,13,131.1
70,Dwight Dasher*\dwight-dasher-1,Middle Tennessee State,Sun Belt,13,219,399,54.9,2789,7,6.6,23,14,125.6
71,Adam Weber*\adam-weber-1,Minnesota,Big Ten,13,191,367,52,2582,7,5.9,13,15,114.7
72,Jeremiah Masoli*\jeremiah-masoli-1,Oregon,Pac-10,12,177,305,58,2147,7,7.1,15,6,129.5
73,Ben Chappell\ben-chappell-1,Indiana,Big Ten,12,268,428,62.6,2941,6.9,6.1,17,15,126.4
74,Theo Scott*\theo-scott-1,Ohio,MAC,14,199,344,57.8,2369,6.9,6.6,20,11,128.5
75,Zac Robinson*\zac-robinson-1,Oklahoma State,Big 12,12,180,301,59.8,2084,6.9,6.1,15,12,126.4
76,Kyle Parker*\kyle-parker-1,Clemson,ACC,14,205,369,55.6,2526,6.8,6.5,20,12,124.4
77,Omar Clayton\omar-clayton-1,UNLV,MWC,11,196,326,60.1,2230,6.8,6,13,12,123.4
78,Chris Turner\chris-turner-1,Maryland,ACC,10,180,303,59.4,2069,6.8,6,10,10,121.1
79,Patrick Pinkney*\patrick-pinkney-1,East Carolina,CUSA,14,259,440,58.9,2947,6.7,6.2,15,12,120.9
80,Kevin Prince*\kevin-prince-1,UCLA,Pac-10,11,173,308,56.2,2050,6.7,6,8,8,115.5
81,Austen Arnaud*\austen-arnaud-1,Iowa State,Big 12,12,178,303,58.7,2015,6.7,5.6,14,13,121.3
82,Nick Florence\nick-florence-1,Baylor,Big 12,9,165,266,62,1786,6.7,5.6,6,9,119.1
83,Corey Leonard\corey-leonard-1,Arkansas State,Sun Belt,9,114,211,54,1416,6.7,6.1,7,6,115.7
84,Stephen Garcia*\stephen-garcia-1,South Carolina,SEC,13,239,432,55.3,2862,6.6,6.4,17,10,119.3
85,Brian Anderson*\brian-anderson-1,Marshall,CUSA,13,231,398,58,2646,6.6,5.9,14,13,119
86,Zac Dysert\zac-dysert-1,Miami (OH),MAC,11,247,401,61.6,2611,6.5,5.3,12,16,118.2
87,Chris Masson\chris-masson-1,Louisiana,Sun Belt,12,222,373,59.5,2406,6.5,6,10,8,118.3
88,Riley Dodge\riley-dodge-1,North Texas,Sun Belt,10,205,303,67.7,1975,6.5,4.9,9,15,122.3
89,Will Hudgens\will-hudgens-1,Memphis,CUSA,9,143,236,60.6,1544,6.5,6,7,6,120.3
90,Tyson Lee\tyson-lee-1,Mississippi State,SEC,12,130,221,58.8,1444,6.5,4,4,14,107
91,Vaughn Charlton*\vaughn-charlton-1,Temple,MAC,13,107,213,50.2,1390,6.5,5.1,10,11,110.2
92,Tim Hiller\tim-hiller-1,Western Michigan,MAC,12,309,514,60.1,3249,6.3,6.1,23,13,122.9
93,Paul McCall\paul-mccall-1,Florida International,Sun Belt,11,208,370,56.2,2343,6.3,6.1,14,8,117.6
94,Jordan La Secla\jordan-la-secla-1,San Jose State,WAC,12,182,304,59.9,1926,6.3,5.4,10,11,116.7
95,Jameel Sewell\jameel-sewell-1,Virginia,ACC,11,157,292,53.8,1848,6.3,5.7,7,7,110
96,Danny Sullivan\danny-sullivan-1,Arizona State,Pac-10,10,168,312,53.8,1939,6.2,5.6,10,9,110.9
97,Kawaun Jakes\kawaun-jakes-1,Western Kentucky,Sun Belt,11,148,244,60.7,1516,6.2,5.3,9,9,117.6
98,Ryan Griffin\ryan-griffin-2,Tulane,CUSA,9,141,222,63.5,1382,6.2,5.8,9,6,123.8
99,Nick Foles*\nick-foles-1,Arizona,Pac-10,12,260,410,63.4,2486,6.1,6,19,9,125.2
100,T.J. Yates*\tj-yates-1,North Carolina,ACC,13,214,355,60.3,2136,6,4.9,14,15,115.4
101,Austyn Carta-Samuels*\austyn-carta-samuels-1,Wyoming,MWC,13,191,326,58.6,1953,6,5.9,10,5,116
102,Nick Fanuzzi\nick-fanuzzi-1,Rice,CUSA,10,162,270,60,1598,5.9,5.4,11,8,117.2
103,Donovan Porterie\donovan-porterie-1,New Mexico,MWC,12,249,432,57.6,2411,5.6,4.8,12,13,107.7
104,Larry Smith\larry-smith-1,Vanderbilt,SEC,9,106,227,46.7,1126,5,3.9,4,7,88
