Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
1,Baker Mayfield*\baker-mayfield-1,Oklahoma,Big 12,14,285,404,70.5,4627,11.5,12.9,43,6,198.9
2,McKenzie Milton*\mckenzie-milton-1,UCF,American,13,265,395,67.1,4037,10.2,11.1,37,9,179.3
3,Mason Rudolph*\mason-rudolph-1,Oklahoma State,Big 12,13,318,489,65,4904,10,10.7,37,9,170.6
4,Drew Lock*\drew-lock-1,Missouri,SEC,13,242,419,57.8,3964,9.5,10.2,44,13,165.7
5,Logan Woodside*\logan-woodside-1,Toledo,MAC,14,264,411,64.2,3882,9.4,9.9,28,8,162.2
6,Riley Ferguson*\riley-ferguson-1,Memphis,American,13,299,474,63.1,4257,9,9.7,38,9,161.2
7,Will Grier*\will-grier-1,West Virginia,Big 12,11,250,388,64.4,3490,9,9.4,34,12,162.7
8,Jake Fromm*\jake-fromm-1,Georgia,SEC,15,181,291,62.2,2615,9,9.6,24,7,160.1
9,Danny Etling*\danny-etling-1,LSU,SEC,13,165,275,60,2463,9,9.8,16,2,153
10,Bryant Shirreffs\bryant-shirreffs-1,Connecticut,American,9,171,260,65.8,2287,8.8,9,14,5,153.6
11,Sam Darnold*\sam-darnold-1,USC,Pac-12,14,303,480,63.1,4143,8.6,8.5,26,13,148.1
12,Lamar Jackson*\lamar-jackson-1,Louisville,ACC,13,254,430,59.1,3660,8.5,8.7,27,10,146.6
13,John Wolford*\john-wolford-1,Wake Forest,ACC,12,239,374,63.9,3192,8.5,9.4,29,6,158
14,Jarrett Stidham*\jarrett-stidham-1,Auburn,SEC,14,246,370,66.5,3158,8.5,8.8,18,6,151
15,Trace McSorley*\trace-mcsorley-1,Penn State,Big Ten,13,284,427,66.5,3570,8.4,8.6,28,10,153.7
16,Caleb Evans\caleb-evans-2,Louisiana-Monroe,Sun Belt,12,211,344,61.3,2878,8.4,8.6,17,6,144.4
17,Nick Stevens*\nick-stevens-1,Colorado State,MWC,13,284,459,61.9,3804,8.3,8.6,29,10,148
18,Josh Rosen*\josh-rosen-1,UCLA,Pac-12,11,283,452,62.6,3756,8.3,8.5,26,10,147
19,Andrew Ford\andrew-ford-1,Massachusetts,Ind,11,223,353,63.2,2924,8.3,9,22,4,151.1
20,Brett Rypien*\brett-rypien-1,Boise State,MWC,13,218,348,62.6,2877,8.3,8.4,16,6,143.8
21,Alex Hornibrook*\alex-hornibrook-1,Wisconsin,Big Ten,14,198,318,62.3,2644,8.3,7.8,25,15,148.6
22,J.T. Barrett*\jt-barrett-1,Ohio State,Big Ten,14,240,371,64.7,3053,8.2,9,35,9,160.1
23,Quinton Flowers*\quinton-flowers-1,South Florida,American,12,188,354,53.1,2911,8.2,8.9,25,6,142.1
24,Jalen Hurts*\jalen-hurts-1,Alabama,SEC,14,154,255,60.4,2081,8.2,9.3,17,1,150.2
25,Jonathan Banks\jonathan-banks-1,Tulane,American,11,124,219,56.6,1797,8.2,8.3,12,5,139.1
26,Justice Hansen*\justice-hansen-1,Arkansas State,Sun Belt,12,305,487,62.6,3967,8.1,8.2,37,16,149.6
27,Taylor Lamb*\taylor-lamb-1,Appalachian State,Sun Belt,13,206,337,61.1,2737,8.1,8.9,27,6,152.2
28,Jake Browning*\jake-browning-1,Washington,Pac-12,13,230,336,68.5,2719,8.1,8.6,19,5,152.1
29,Jason Driskel*\jason-driskel-1,Florida Atlantic,CUSA,12,185,278,66.5,2247,8.1,8.5,15,4,149.4
30,Nic Shimonek*\nic-shimonek-1,Texas Tech,Big 12,13,328,493,66.5,3963,8,8.5,33,10,152.1
31,Manny Wilkins*\manny-wilkins-1,Arizona State,Pac-12,13,260,410,63.4,3270,8,8.1,20,8,142.6
32,Mason Fine*\mason-fine-1,North Texas,CUSA,14,324,511,63.4,4052,7.9,7.8,31,15,144.2
33,Kenny Hill*\kenny-hill-1,Texas Christian,Big 12,13,269,400,67.3,3152,7.9,8.1,23,8,148.4
34,Steven Montez\steven-montez-1,Colorado,Pac-12,12,228,377,60.5,2975,7.9,7.8,18,9,137.7
35,Alex McGough*\alex-mcgough-1,Florida International,CUSA,13,232,355,65.4,2798,7.9,7.8,17,8,142.9
36,Conner Manning*\conner-manning-1,Georgia State,Sun Belt,12,259,403,64.3,3146,7.8,7.7,14,7,137.8
37,Marcus McMaryion*\marcus-mcmaryion-1,Fresno State,MWC,14,218,351,62.1,2726,7.8,7.9,14,5,137.7
38,Armani Rogers\armani-rogers-1,UNLV,MWC,10,99,189,52.4,1471,7.8,7.2,6,5,122.9
39,Tyler Huntley*\tyler-huntley-1,Utah,Pac-12,10,199,312,63.8,2411,7.7,7.2,15,10,138.1
40,Christian Chapman*\christian-chapman-1,San Diego State,MWC,13,146,244,59.8,1873,7.7,8,13,4,138.6
41,Ben Hicks*\ben-hicks-1,SMU,American,13,276,472,58.5,3569,7.6,7.8,33,12,140
42,Josh Jackson*\josh-jackson-3,Virginia Tech,ACC,13,236,396,59.6,2991,7.6,7.5,20,9,135.2
43,Mike White*\mike-white-6,Western Kentucky,CUSA,13,368,560,65.7,4177,7.5,7.7,26,8,140.8
44,Malik Rosier*\malik-rosier-1,Miami (FL),ACC,13,224,415,54,3120,7.5,7.3,26,14,131.1
45,James Blackman*\james-blackman-1,Florida State,ACC,12,173,297,58.2,2230,7.5,7.1,19,11,135
46,Nathan Rourke*\nathan-rourke-1,Ohio,MAC,13,161,292,55.1,2203,7.5,7.6,17,7,132.9
47,Gus Ragland\gus-ragland-1,Miami (OH),MAC,9,152,270,56.3,2032,7.5,7.8,19,7,137.6
48,K.J. Costello*\kj-costello-1,Stanford,Pac-12,11,124,211,58.8,1573,7.5,7.9,14,4,139.5
49,Ryan Finley*\ryan-finley-1,North Carolina State,ACC,13,311,478,65.1,3514,7.4,7.5,17,6,136
50,Brandon Silvers*\brandon-silvers-2,Troy,Sun Belt,13,283,443,63.9,3290,7.4,7.5,17,7,135.8
51,Kyle Shurmur\kyle-shurmur-1,Vanderbilt,SEC,12,220,380,57.9,2823,7.4,7.6,26,10,137.6
52,Dalton Sturm\dalton-sturm-1,UTSA,CUSA,11,185,297,62.3,2185,7.4,7.6,15,5,137.4
53,Shane Morris*\shane-morris-1,Central Michigan,MAC,13,249,446,55.8,3237,7.3,6.8,27,17,129.1
54,Tanner Lee\tanner-lee-1,Nebraska,Big Ten,12,246,428,57.5,3143,7.3,6.7,23,16,129.4
55,J'mar Smith*\jmar-smith-1,Louisiana Tech,CUSA,13,229,409,56,2974,7.3,7.5,16,5,127.5
56,Ty Gangi\ty-gangi-1,Nevada,MWC,10,228,374,61,2746,7.3,7.4,25,11,138.8
57,Stephen Johnson*\stephen-johnson-8,Kentucky,SEC,13,189,316,59.8,2305,7.3,7.1,10,6,127.7
58,Matt Linehan\matt-linehan-1,Idaho,Sun Belt,9,173,281,61.6,2056,7.3,7.8,16,4,139
59,Zach Smith\zach-smith-6,Baylor,Big 12,9,105,201,52.2,1471,7.3,6.3,8,8,118.9
60,Chazz Surratt\chazz-surratt-1,North Carolina,ACC,9,107,183,58.5,1342,7.3,7.5,8,3,131.2
61,Tyler Rogers*\tyler-rogers-1,New Mexico State,Sun Belt,12,348,566,61.5,4016,7.1,6.6,27,18,130.5
62,Brogan Roback\brogan-roback-1,Eastern Michigan,MAC,12,245,409,59.9,2890,7.1,6.3,19,15,127.3
63,Jake Bentley*\jake-bentley-2,South Carolina,SEC,13,245,394,62.2,2794,7.1,6.6,18,12,130.7
64,Kwadra Griggs*\kwadra-griggs-1,Southern Mississippi,CUSA,10,148,265,55.8,1879,7.1,8,16,2,133.8
65,Chase Litton*\chase-litton-1,Marshall,CUSA,13,266,443,60,3115,7,6.7,25,14,131.4
66,Kelly Bryant*\kelly-bryant-1,Clemson,ACC,14,262,398,65.8,2802,7,6.8,13,8,131.7
67,Gardner Minshew\gardner-minshew-1,East Carolina,American,10,174,304,57.2,2140,7,7.1,16,7,129.1
68,Thomas Sirk\thomas-sirk-1,East Carolina,American,11,132,238,55.5,1655,7,6,9,9,118.8
69,Nathan Stanley*\nathan-stanley-2,Iowa,Big Ten,13,196,351,55.8,2432,6.9,7.6,26,6,135.1
70,A.J. Erdely*\aj-erdely-1,UAB,CUSA,13,205,338,60.7,2331,6.9,7.3,16,4,131.8
71,Jordan Love*\jordan-love-2,Utah State,MWC,12,129,235,54.9,1631,6.9,6.5,8,6,119.3
72,Dru Brown\dru-brown-1,Hawaii,MWC,12,254,412,61.7,2785,6.8,6.8,18,8,129
73,Brandon Wimbush*\brandon-wimbush-1,Notre Dame,Ind,12,136,275,49.5,1870,6.8,7,16,6,121.4
74,Montel Aaron\montel-aaron-1,San Jose State,MWC,10,126,225,56,1531,6.8,5.5,8,10,116
75,Luke Falk*\luke-falk-1,Washington State,Pac-12,12,357,534,66.9,3593,6.7,6.8,30,13,137
76,Brian Lewerke*\brian-lewerke-1,Michigan State,Big Ten,13,246,417,59,2793,6.7,6.9,20,7,127.7
77,Josh Allen*\josh-allen-7,Wyoming,MWC,11,152,270,56.3,1812,6.7,6.9,16,6,127.8
78,Ross Bowers\ross-bowers-1,California,Pac-12,12,272,461,59,3039,6.6,6.2,18,12,122.1
79,Clayton Thorson*\clayton-thorson-1,Northwestern,Big Ten,13,262,434,60.4,2844,6.6,6,15,12,121.3
80,Eric Dungey\eric-dungey-1,Syracuse,ACC,9,225,377,59.7,2495,6.6,6.3,14,9,122.8
81,Richard Lagow\richard-lagow-1,Indiana,Big Ten,10,172,295,58.3,1936,6.6,6.4,15,8,124.8
82,Darell Garretson\darell-garretson-1,Oregon State,Pac-12,10,128,221,57.9,1465,6.6,5.5,6,8,115.3
83,Kent Myers*\kent-myers-1,Utah State,MWC,10,124,197,62.9,1278,6.5,5.7,8,7,123.7
84,Elijah Sindelar*\elijah-sindelar-1,Purdue,Big Ten,12,187,329,56.8,2099,6.4,6.5,18,7,124.2
85,Jordan Davis\jordan-davis-5,Louisiana,Sun Belt,10,122,215,56.7,1386,6.4,5.7,10,8,118.8
86,Kurt Benkert*\kurt-benkert-1,Virginia,ACC,13,298,509,58.5,3207,6.3,6.5,25,9,124.1
87,Marcus Childers*\marcus-childers-1,Northern Illinois,MAC,12,152,265,57.4,1674,6.3,6.7,16,5,126.6
88,Feleipe Franks\feleipe-franks-1,Florida,SEC,11,125,229,54.6,1438,6.3,5.5,9,8,113.3
89,Damian Williams\damian-williams-3,Texas State,Sun Belt,12,194,333,58.3,2061,6.2,5.7,12,9,116.7
90,Nick Fitzgerald*\nick-fitzgerald-2,Mississippi State,SEC,12,159,286,55.6,1782,6.2,5.5,15,11,117.5
91,George Bollas\george-bollas-1,Kent State,MAC,11,88,182,48.4,1133,6.2,3.7,4,12,94.7
92,Kellen Mond*\kellen-mond-1,Texas A&M,SEC,10,117,227,51.5,1375,6.1,5.6,8,6,108.8
93,Hayden Moore\hayden-moore-1,Cincinnati,American,12,239,424,56.4,2562,6,6,20,9,118.4
94,Daniel Jones*\daniel-jones-4,Duke,ACC,13,257,453,56.7,2691,5.9,5.5,14,11,112
95,Peyton Bender\peyton-bender-1,Kansas,Big 12,10,148,273,54.2,1609,5.9,5,10,10,108.5
96,Steven Williams\steven-williams-2,Old Dominion,CUSA,10,147,263,55.9,1528,5.8,4.4,6,11,103.9
97,Max Bortenschlager\max-bortenschlager-1,Maryland,Big Ten,10,121,233,51.9,1313,5.6,5.5,10,5,109.1
98,Hasaan Klugh\hasaan-klugh-1,Charlotte,CUSA,11,133,279,47.7,1524,5.5,4.1,10,13,96.1
